utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
"What ingredients is best to store a homemade face cream, I want to make almond cream for day time but which ingredient should I add to store it for weeks?",homemade face cream (1.00),almond cream for day time (1.00),none,ingredients (0.97),ingredient (0.99),weeks (0.59)
What equipment do you need to make pottery/ ceramics? I’m trying to buy a friend this for Christmas.,pottery / ceramics (1.00),friend this (0.91),none,equipment (1.00),christmas (0.44),none
Can you share pictures of your mom's handmade food?,mom's handmade food (0.97),none,none,none,none,none
Do you agree that homemade food is much better than public catering?,homemade food is much better than public catering (1.00),none,none,none,none,none
How can you make quality ziti at home?,quality ziti (1.00),none,none,none,none,none
What does a homemade F1 engine look and sound like?,homemade f1 engine look and sound (0.88),none,none,none,none,none
What are the benefits of adding rubbing alcohol to homemade liquid soap?,rubbing alcohol to homemade liquid soap (1.00),none,none,none,none,none
How long does it take homemade jelly to set?,homemade jelly to set (1.00),none,none,none,none,none
What are the best homemade bug sprays?,the best homemade bug sprays (1.00),none,none,none,none,none
"How do you make cheddar cheese at home, and is there a video online that shows you how to make it?",cheddar cheese (1.00),it (1.00),none,none,none,none
Does Swiggy also deliver homemade food?,##iggy (0.97),homemade food (1.00),none,sw (0.94),none,none
Is it legal to sell homemade cosmetics?,homemade cosmetics (1.00),none,none,none,none,none
Can a homemade mutton korma be made with tomatoes only?,homemade mutton korma be made with tomatoes only (1.00),none,none,none,none,none
How long does homemade lasagna last in the freezer?,homemade lasagna last in the freezer (1.00),none,none,none,none,none
What is the perfect homemade focaccia?,perfect homemade focaccia? (1.00),none,none,none,none,none
Is it safe to make homemade sourdough starter?,homemade sourdough starter (1.00),none,none,none,none,none
Can we make designer dresses at home?,designer dresses (1.00),none,none,none,none,none
"If I purchase a store bought cake, bring it home and Frost it myself, can I claim that it's homemade?",store bought cake (1.00),it home (0.92),it myself (0.75),frost (0.48),homemade (0.61),none
How long do you let homemade or artisan bread cool before slicing it?,homemade or artisan bread cool before slicing it (1.00),none,none,none,none,none
How do I make red ground paprika at home?,red ground paprika (1.00),none,none,none,none,none
How hard is it for criminals to improvise their own homemade armor piercing ammo by seating a makeshift steel penetrator into a lead core bullet?,criminals (0.51),improvise their own homemade armor piercing ammo by seating (0.94),makeshift steel penetrator into (1.00),none,none,none
What kind of homemade hair masks can we use after the smoothening of hair?,homemade hair masks (1.00),after the smoothening of hair (1.00),none,none,none,none
Does cooking a homemade tortilla make the flour on it safe to eat?,homemade tortilla make the flour on it (1.00),none,none,eat (1.00),none,none
Why did my homemade chocolate melt fast?,homemade chocolate melt fast (1.00),none,none,none,none,none
How long does it take for homemade wine to mature?,homemade wine to mature (1.00),none,none,none,none,none
How do I get rid of unwanted pregnancy using homemade ingredients?,unwanted pregnancy using homemade ingredients (1.00),none,none,none,none,none
Is homemade milk healthy?,homemade milk healthy (0.94),none,none,none,none,none
Is it possible to make a jam-setting gelling agent at home?,jam - setting gelling agent (1.00),none,none,none,none,none
How long can homemade cookies be safe to eat?,homemade cookies (1.00),none,none,eat (0.89),none,none
Why does my homemade bread always burn on the bottom before it is baked through?,homemade bread (1.00),burn on the bottom before it (0.91),baked through (0.75),none,none,none
Can I vacuum seal homemade chocolate chip cookies and freeze them? Should I freeze them before vacuum sealing? Do I take them out of the bag to defrost? I am making 8 dozen cookies to use up my homemade mix but dont want to eat 8 dozen!,vacuum seal homemade chocolate chip cookies and freeze them (0.96),them before vacuum sealing (0.98),them out of the bag to defrost (0.85),none,none,none
How do you know when homemade wine is ready?,homemade wine (1.00),ready (0.99),none,none,none,none
What do you cook today? Pics are welcomed.,welcomed (0.47),none,none,pics (0.49),none,none
What are the best amateur homemade gay websites?,the best amateur homemade gay websites (1.00),none,none,none,none,none
How can a cheap homemade concrete mixer be made?,cheap homemade concrete mixer (1.00),made (0.90),none,none,none,none
What parts do I need for a homemade go-kart?,homemade go - kart? (1.00),none,none,none,none,none
Is it possible to make a homemade airplane using a lawnmower engine?,homemade airplane using a lawnmower engine (1.00),none,none,none,none,none
"Is there a demand for homemade pesto made from my own produce, including wild garlic?","homemade pesto made from my own produce, including wild garlic (1.00)",none,none,none,none,none
How do I make Bounty chocolate at home?,bounty chocolate (1.00),none,none,none,none,none
How do I print T-shirts at home in 2021?,t - shirts (1.00),2021 (0.52),none,none,none,none
Why are mass-produced and packaged biscuits (I'm talking cookies for those in America) so superior to homemade ones?,mass - produced and packaged biscuits ( i'm talking cookies for those in america ) (1.00),ones (1.00),none,homemade (0.86),none,none
How do I eat more homemade food?,homemade food (1.00),none,none,none,none,none
How do I make DIY pill press?,diy pill press (1.00),none,none,none,none,none
How do you a cook a homemade pizza with bacon without overcooking or undercooking the bacon?,homemade pizza with bacon without (1.00),##cooking or (1.00),##cooking the bacon (0.99),over (1.00),under (0.99),none
"What are some easy vegan, non-expensive recipes you make at home?","easy vegan, non - expensive recipes (1.00)",none,none,none,none,none
"To make homemade cherry brandy, some recipes require letting the jar with the ingredients in sunlight for weeks while others require to keep it away of sunlight. Which way is the best and why?",homemade cherry brandy (1.00),the jar with the ingredients in sunlight for weeks (0.99),it away (0.56),sunlight (1.00),none,none
What can I give my 2 months and 3 weeks old Pomeranian puppy as treats? Can I make him homemade treats or is he very young?,2 months and 3 weeks old pomeranian puppy as treats (1.00),homemade treats (1.00),none,none,none,none
How do you know when homemade ice cream is done?,homemade ice cream is done (1.00),none,none,none,none,none
What are your favorite homemade Vietnamese foods?,favorite homemade vietnamese foods (1.00),none,none,none,none,none
Why does my homemade pizza seem more like a cracker than a soft pizza?,homemade pizza (1.00),cracker than a soft pizza (1.00),none,none,none,none
How can I make sour gummy bears at home?,sour gummy bears (1.00),none,none,none,none,none
What are some examples of illegal firearm modifications and homemade firearms?,illegal firearm modifications and homemade firearms (1.00),none,none,none,none,none
Do you prefer your pet to eat homemade or store-bought food in a bag?,pet (0.88),homemade or store - bought food in a bag (0.98),none,none,none,none
How long does homemade wine last without sulfites?,homemade wine (1.00),##fi (0.73),none,without (0.47),sul (1.00),##tes (0.96)
What are some of the most interesting and easy DIY?,the most interesting and easy diy? (0.97),none,none,none,none,none
"Which DIY homemade hair mask is best for dry, thinning hair?",diy homemade hair mask (1.00),"dry, thinning hair? (0.98)",none,none,none,none
Does homemade insect repellent really work?,homemade insect repellent really (1.00),none,none,none,none,none
What is a strong homemade poison?,strong homemade poison (1.00),none,none,none,none,none
What is the natural way to remove toxins from our body?,toxins from (0.88),body (0.90),none,none,none,none
What are the dangers of homemade alcohol?,homemade alcohol (1.00),none,none,none,none,none
Has anyone ever made cookies with homemade pie dough?,cookies with homemade pie dough (1.00),none,none,none,none,none
What is the difference between homemade and made from scratch?,homemade and made from scratch (0.91),none,none,none,none,none
How do I make baby food at home?,baby food (1.00),none,none,none,none,none
"Why are improvised explosive devices (IEDs) called ""homemade"" devices?","improvised explosive devices ( ieds ) called "" homemade "" devices (1.00)",none,none,none,none,none
Is it hard to make my own pizza?,pizza (0.99),none,none,none,none,none
Can homemade honey be used as antibiotics for the gut?,homemade honey (1.00),antibiotics for the gut (0.84),none,none,none,none
How do I make spaghetti without tomato sauce?,spaghetti without (1.00),sauce (0.99),none,tomato (1.00),none,none
Do I need a permit or a license to sell my homemade fish food? What are the legalities?,permit (0.55),homemade fish food (0.98),none,legal (0.99),none,none
"If I start a business selling homemade hats and scarves, would you buy one?",homemade hats and scarves (1.00),none,none,none,none,none
How long would a homemade marinade last in the fridge?,homemade marinade last in the fridge (1.00),none,none,none,none,none
How do I make a mic at home?,mic (1.00),none,none,none,none,none
"If you could build anything in your home, what would it be?",none,none,none,none,none,none
How can I make my homemade pastry cream taste less eggy?,homemade pastry cream taste less eggy? (1.00),none,none,none,none,none
Where can I find great ideas for a DIY compost bin?,diy compost bin (1.00),none,none,none,none,none
How do I make a flute at home?,flute (1.00),none,none,none,none,none
Can you make fruit jam at home?,fruit jam (1.00),none,none,none,none,none
DIY hair mask is better than shop mask? Because it is organic?,diy hair mask (1.00),shop mask? (0.98),it (0.97),organic (0.97),none,none
How do you make homemade body spray?,homemade body spray (1.00),none,none,none,none,none
How can I keep large air pockets from forming in my homemade bread?,large air pockets from forming in my homemade bread (1.00),none,none,none,none,none
How do I make fondant icing at home?,fondant icing (1.00),none,none,none,none,none
Has anyone gotten yummy homemade recipes with not many ingredients?,yummy homemade recipes with not many ingredients (0.97),none,none,none,none,none
Why does grocery store rotisserie chicken taste so much better than homemade?,grocery store rotisserie chicken taste so much better than homemade (1.00),none,none,none,none,none
What can I eat homemade waffels with (only sweet stuff though)?,homemade waffels with ( only sweet stuff though ) (1.00),none,none,none,none,none
How do you feel about DIY toys for children?,diy toys for children (1.00),none,none,none,none,none
Why is my homemade hard candy sticky?,homemade hard candy sticky? (0.95),none,none,none,none,none
What can I use for a homemade bong stem?,homemade bong stem (1.00),none,none,none,none,none
Is there any homemade insecticide for my garden?,garden (0.81),none,none,homemade insecticide (1.00),none,none
"In the Yogurt option of the Wonderchef Bread Maker, can we make homemade butter?",yogurt option (0.95),wonderchef bread maker (1.00),homemade butter (1.00),none,none,none
How can homemade chili be healthy?,homemade chili (0.75),healthy (0.73),none,none,none,none
What is one thing you used to buy at the store but now make yourself?,store (0.63),none,none,none,none,none
How many days can I keep homemade bread?,homemade bread (1.00),none,none,none,none,none
Which cake frosting is your favorite to use on homemade cupcakes?,cake frosting (0.99),homemade cupcakes (1.00),none,none,none,none
How can you make your homemade bread softer?,homemade bread softer (1.00),none,none,none,none,none
How can you make your own sugar scrub at home to remove blackheads from your nose?,sugar scrub (0.95),##heads from (0.80),nose (0.43),black (0.88),none,none
"What should I make with my homemade beef stock? I invested ALOT of time making it, so would like to do something special.",homemade beef stock (0.99),alot of (0.79),it (0.95),time making (0.57),none,none
How long will homemade salsa remain fresh in the fridge?,homemade salsa (1.00),fresh in the fridge (0.78),none,none,none,none
How do I make a cauliflower pizza base at home?,cauliflower pizza base (1.00),none,none,none,none,none
What is something that is way cheaper to make at home instead of buy made at the grocery store but most people don’t realize?,way (0.39),instead of (0.74),the grocery store (0.70),cheaper (0.59),make (0.56),buy made (0.56)
How do you get homemade hand sanitizers to thicken?,homemade hand sanitizers to thicken? (1.00),none,none,none,none,none
How can I make soap with human fat at home?,soap with (1.00),fat (1.00),none,human (0.50),none,none
Why does my homemade ice cream melt so fast?,homemade ice cream melt so fast (0.97),none,none,none,none,none
How long do raw homemade burgers last in the fridge?,raw homemade burgers last in the fridge (0.99),none,none,none,none,none
How many people make homemade Mac & cheese from scratch?,homemade mac & cheese from scratch? (1.00),none,none,none,none,none
How do I sell my homemade sauces in France? Are there any documents or licenses I need?,homemade sauces (1.00),france (1.00),none,documents or (0.83),licenses (0.76),none
What is the most simple gun that can be made homemade?,most (0.90),simple gun (0.46),homemade (0.97),none,none,none
Do you have any crochet ideas for a gift for a teenage boy? My family decided to give homemade gifts only this year for the holidays and my only craft is crochet.,##t (0.72),gift (0.93),teenage boy (0.99),croche (0.92),cr (0.60),none
Is it possible to make momos at home?,momos (1.00),none,none,none,none,none
How do I make home-made potato chips?,home - made potato chips? (1.00),none,none,none,none,none
What fine ingredients can I put in a homemade pizza?,ingredients (0.99),homemade pizza (1.00),none,fine (0.84),none,none
How can I make a homemade mousetrap?,homemade mousetrap? (1.00),none,none,none,none,none
What happens if I drink home-made tea without sugar every day?,home - made tea (1.00),every (0.65),none,sugar (1.00),none,none
"What is the difference between whole cake bread, and homemade biscuits when used in cooking recipes?","whole cake bread, and homemade biscuits when used in cooking recipes (1.00)",none,none,none,none,none
How many layers of tobacco are there in a handmade cigar?,handmade cigar (1.00),none,none,layers (0.94),tobacco (1.00),none
I want to make homemade pate for my cat. What are the dos and don'TS? How healthy is it?,homemade pate for my cat (1.00),the dos and don'ts? (0.97),healthy (0.61),it (0.67),none,none
How can I make a slushie at home?,slushie (1.00),none,none,none,none,none
What separates professional baked goods from homemade ones?,professional baked goods (0.87),homemade ones (0.80),none,none,none,none
How can deconstructed food be made at home?,deconstructed food (1.00),made (0.54),none,none,none,none
What is a good way to thicken homemade mayonnaise?,thicken homemade mayonnaise? (0.98),none,none,none,none,none
How do you register a homemade trailer in California?,homemade trailer (1.00),california (1.00),none,none,none,none
How do I make chocolate candy at home?,chocolate candy (1.00),none,none,none,none,none
What are the homemade foods to make a dog gain weight?,homemade foods (0.85),dog gain weight (1.00),none,none,none,none
Are you any good at crochet? What's your favourite example?,? (0.84),favourite example (0.84),none,crochet (0.90),none,none
What can be added to homemade popsicles to make them less messy when they start melting?,homemade popsicles (1.00),them less messy when they (0.98),melting (0.80),none,none,none
Can you sell homemade food on Instagram in Canada?,homemade food (1.00),instagram (1.00),canada (1.00),none,none,none
What would happen if I doubled the yeast and sugar in my homemade wine?,yeast and sugar in my homemade wine (1.00),none,none,none,none,none
My homemade tortillas do not rise when I cook them on the stove. How can I get them to be nice and puffy?,homemade tortillas do (1.00),rise when (0.56),them (0.98),none,none,none
Is homemade yogurt healthier than store-bought?,homemade yogurt healthier than store - bought (0.99),none,none,none,none,none
What can I do to reduce the saltiness in my homemade salted caramel?,saltiness in my homemade salted caramel (1.00),none,none,none,none,none
Why do homemade cleaning solutions that use baking soda and vinegar work? Don’t they just neutralize each other?,homemade cleaning solutions (1.00),soda and vinegar work (1.00),’ (0.89),baking (0.90),neutral (0.85),none
Is homemade soup healthier than canned?,homemade soup health (1.00),canned? (0.91),none,none,none,none
What's your favourite homemade (non-generic) deep-fried snack?,favourite homemade ( non - generic ) deep - fried snack (1.00),none,none,none,none,none
"Campbell's used to have oyster stew. What happened to it, and is there anything like it available? How could I make it at home?",campbell (0.53),oyster stew (1.00),none,it available (0.79),none,none
How do I make ginger powder at home?,ginger powder (1.00),none,none,none,none,none
What are the two things that you are most interested in with homemade face mask?,face (0.80),none,none,two (0.37),with homemade (0.56),mask (0.97)
Why do restaurant foods always taste better than somthing I make at home?,restaurant foods (1.00),better than somthing i make (0.94),none,none,none,none
My wife's favourite dessert is tiramisu and I'm planning on surprising her for our anniversary with a homemade one. Where can I find a recipe for a healthy version?,favourite dessert (0.98),tiramisu (1.00),our anniversary with a homemade one (0.96),none,none,none
Can you play a homemade ouija board alone?,homemade ouija board (1.00),none,none,none,none,none
"I have an old scar on my forehead and it's a bit bumpy, can anyone help? How do I get rid of it fast in a homemade way?",forehead (0.36),bit bump (0.41),homemade (1.00),old scar (0.70),##y (0.39),anyone (0.59)
Is there a way to extract sugarcane juice at home?,sugarcane juice (1.00),none,none,none,none,none
How can I make Tumbleweed's queso at home?,tumbleweed's queso (1.00),none,none,none,none,none
"When making homemade pancakes, can I skip the eggs?",homemade pancakes (1.00),eggs? (0.72),none,none,none,none
Why is homemade pizza so bland compared to restaurant pizza?,homemade pizza (1.00),bland compared to restaurant pizza (0.87),none,none,none,none
Why did my homemade Caesar dressing break?,homemade caesar dressing break (1.00),none,none,none,none,none
Can I use yeast to make homemade yoghurt?,homemade yoghurt? (0.99),none,none,yeast (1.00),none,none
What is the best way to cut bread when making homemade garlic bread in the oven?,bread when making homemade garlic bread in the oven (1.00),none,none,none,none,none
How can I make ice cream at home without an ice cream maker?,ice cream (1.00),cream maker (1.00),none,an (1.00),ice (1.00),none
How can I make sanitizing wipes?,sanitizing wipes (1.00),none,none,none,none,none
How do I make a leather dice cup?,leather dice cup (1.00),none,none,none,none,none
Do you have a delicious homemade stuffing recipe that I could make?,delicious homemade stuffing (1.00),none,none,none,none,none
How can I make a homemade fish feed float?,homemade fish feed float (1.00),none,none,none,none,none
Have you ever made donuts at home?,donuts (1.00),none,none,none,none,none
How soon can you drink homemade wine?,homemade wine (1.00),none,none,none,none,none
Why do pancakes at restaurants like Denny's or iHop taste better than homemade ones?,pancakes (1.00),restaurants (0.65),denny's or ihop taste better than homemade ones (0.99),none,none,none
Can you make homemade pasta ahead of time?,homemade pasta (1.00),none,none,none,none,none
"Which one is better for making a homemade candle, soy wax or paraffin?","homemade candle, soy wax or paraffin? (1.00)",none,none,none,none,none
Can you make your own knifes at home in the UK?,knifes (0.98),uk (0.48),none,none,none,none
What are the snacks that we can make at home? What are the healthy snacks which are easy and tasty to make at home?,snacks (1.00),healthy snacks (1.00),easy and tasty (0.87),which (0.64),none,none
How do I make sausage biscuits at home?,sausage biscuits (1.00),none,none,none,none,none
Is it possible to make a homemade toothbrush?,homemade toothbrush (1.00),none,none,none,none,none
I want to start making homemade ice cream. What flavor would be the easiest but also fun to make for the first time?,homemade ice cream (1.00),flavor (1.00),be the easiest but also fun (1.00),none,none,none
What are some street opioids? That are easy to make at home?,street opioids? that (1.00),easy to make (0.99),none,none,none,none
What are some substances or “homemade” anabolic compounds that will produce steroid-like results that I can purchase or make?,homemade ” anabolic compounds (0.92),steroid - like results (1.00),none,substances or “ (0.84),none,none
"If I add fresh chopped vegetables to my homemade fermented pickle brine, will the fresh vegetables ferment?",fresh chopped vegetables (1.00),homemade fermented pickle brine (1.00),fresh vegetables ferm (0.91),none,none,none
Are there examples of everyday products that can be used for a different purpose?,everyday products (1.00),purpose (0.63),none,none,none,none
"How do you get/make alternative/homemade yeast nutrient (yeast, mead, yeast nutrient, homebrew)?","alternative / homemade yeast nutrient ( yeast, mead, yeast nutrient, homebrew )? (1.00)",none,none,none,none,none
What is a homemade Ersari rug for a living room?,homemade ersari rug (1.00),living room (1.00),none,none,none,none
Are baby food in market as healthy as homemade baby food?,baby food (0.99),as (0.49),healthy as homemade baby food (0.98),market (0.51),none,none
Why do restaurant cakes taste so much better than homemade?,restaurant cakes (1.00),much better than homemade (0.86),none,none,none,none
What is the best pasta machine for homemade pasta?,the best pasta machine for homemade pasta? (1.00),none,none,none,none,none
Can I leave homemade chicken stock out at room temperature and still be safe to eat or do I have to refrigerate it?,homemade chicken stock out at room temperature (0.93),##rigerate it (0.95),none,eat (1.00),ref (0.99),none
How can you cut a frozen pizza without a pizza cutter?,frozen pizza (1.00),cutter (1.00),none,a (0.86),pizza (0.99),none
What are the best homemade medicines for back pain?,the best homemade (1.00),pain (1.00),none,back (0.77),none,none
Do you think that homemade pasta tastes better than store-bought?,homemade pasta tastes better than store - bought? (1.00),none,none,none,none,none
Can I make my own fireworks in Canada?,fireworks (1.00),none,none,canada (0.74),none,none
"Have you ever made your own charcuterie board at home? If yes, what specific items did you include?",charcuterie board (0.99),yes (0.71),none,specific items (0.93),none,none
How do I sew a face mask at home?,face mask (1.00),none,none,none,none,none
How do you make an easy home made meth pipe?,easy home made meth pipe? (0.99),none,none,none,none,none
How much should I sell my homemade candles for?,homemade candles (1.00),none,none,none,none,none
"Where can I get healthy, testy, and homemade food for my office lunch in Dhaka, Bangladesh?","healthy, testy, and homemade food (1.00)",office lunch (1.00),dhaka (0.45),none,none,none
What cost less: buying a frozen pizza or making a homemade pizza from scratch?,frozen pizza (1.00),homemade pizza (0.99),none,scratch (1.00),none,none
Can I make slaked lime at home?,slaked lime (1.00),none,none,none,none,none
What would be some simple tricks to follow to get homemade croissants as good as the pastry chef?,tricks (0.99),homemade croissants as good as the pastry chef (0.97),none,simple (0.82),none,none
How long does it take to bake pizza at 450?,pizza at 450? (0.90),none,none,none,none,none
What are the best ingredients for a homemade disinfectant?,best (0.78),homemade disinfectant? (1.00),none,none,none,none
What homemade English foods do you like while living in England?,homemade english foods (0.96),none,none,england (0.39),none,none
"What are the best ""homemade"" chemical reactions you can make?","the best "" homemade "" chemical reactions you can make (0.98)",none,none,none,none,none
How do I make rubbing alcohol at home?,rubbing alcohol (1.00),none,none,none,none,none
Can I use leftover canned sauerkraut to make homemade kimchi?,leftover canned sauerkraut to make homemade kimchi (1.00),none,none,none,none,none
How do people make homemade cheese?,homemade cheese (1.00),none,none,none,none,none
Do you make your own macarons at home?,macarons (0.98),none,none,none,none,none
"When making homemade pie crust, how long should the raw dough be left in the refrigerator before baking it?",homemade pie crust (1.00),raw dough be left in the refrigerator (0.84),it (0.99),baking (0.46),none,none
What are effective homemade skin lightening recipes?,homemade skin lightening recipes (0.97),none,none,none,none,none
How long does a cheesecake last in the fridge?,cheesecake last in the fridge (0.85),none,none,none,none,none
What’s a good recipe for homemade steamed buns?,homemade steamed buns? (1.00),none,none,none,none,none
How do you personalize homemade stepping stones for your garden?,homemade stepping stones for (0.96),garden (0.96),none,none,none,none
What is the best way to freeze my homemade bread without using single-use plastic?,homemade bread (1.00),none,none,using (1.00),single - use plastic (0.99),none
Could I legally fly a homemade aircraft exclusively over my own property without having to register it and without a license?,homemade aircraft exclusively (1.00),own property (1.00),none,register (0.75),a (0.61),license (1.00)
Is there a device that helps to slice homemade bread?,homemade bread (1.00),none,none,none,none,none
How do I make detox juice at home?,detox juice (1.00),none,none,none,none,none
How can you make quality carbonara at home?,quality carbonara (1.00),none,none,none,none,none
How do I make butter milk at home?,butter milk (1.00),none,none,none,none,none
How do I substitute vodka in homemade vanilla extract?,vodka in homemade vanilla extract (1.00),none,none,none,none,none
What are some different methods I can use for making my homemade wine stronger?,homemade wine stronger (1.00),none,none,none,none,none
Is it possible to create my own homemade satellite dish so I can pick up the premium cable channels?,homemade satellite dish (0.98),premium cable channels (0.99),none,none,none,none
Can raw dough rise in your stomach?,raw (0.85),stomach (0.68),none,dough (0.86),none,none
Is a homemade burger really that much healthier than a fast food burger?,homemade burger really (0.99),much healthier than a fast food burger (1.00),none,none,none,none
How can I make amphetamine at home?,amphetamine (1.00),none,none,none,none,none
Which cake frosting is your favorite to use on a homemade cake?,cake frosting (0.90),homemade cake (1.00),none,none,none,none
Why does restaurant roast beef taste so much better than homemade?,restaurant roast beef taste (0.99),much better than homemade (1.00),none,none,none,none
What are homemade meth bongs like?,homemade meth bongs like (1.00),none,none,none,none,none
How do I preserve homemade yogurt for 3 months?,homemade yogurt for 3 months (1.00),none,none,none,none,none
Why does my homemade ice cream have a gloss once frozen?,homemade ice cream (1.00),gloss once frozen? (1.00),none,none,none,none
Could I make a lot of money out of selling homemade soaps?,money (0.99),homemade soaps (0.99),none,selling (0.68),none,none
Do you make noodles at home?,noodles (1.00),none,none,none,none,none
"How do I tell if homemade jelly in a glass jar is still safe to eat? It has never been opened or refrigerated, and it has regular twist-off lid.",homemade jelly in a glass jar is still safe (0.93),it (0.91),or refrigerated (1.00),eat (0.96),opened (0.52),regular (0.99)
How long does homemade frosting last in the fridge?,homemade frosting last in the fridge (0.98),none,none,none,none,none
Is it still common to make homemade dashi in Japan?,homemade dashi in japan (1.00),none,none,none,none,none
How do I make turmeric powder at home?,turmeric powder (1.00),none,none,none,none,none
What are some pictures of your homemade pizza?,homemade pizza (1.00),none,none,none,none,none
How can isopropyl alcohol be made at home?,isopropyl alcohol (1.00),made (0.95),none,none,none,none
How do you make a homemade eyeglass cleaning solution?,homemade eyeglass cleaning solution (1.00),none,none,none,none,none
How do you make the meat in homemade dumplings juicier?,meat in homemade dumplings juicier? (1.00),none,none,none,none,none
Why doesn't homemade steak sauce taste as good as a factory?,homemade steak sauce (1.00),good (0.92),a factory (0.73),none,none,none
How can I make my own pasta from scratch at home? What tools would you recommend to get?,pasta from scratch (1.00),none,none,tools (0.97),none,none
Which DIY are you good at?,none,none,none,diy (0.94),none,none
What are the best methods to store homemade daifuku mochi?,homemade daifuku mochi? (1.00),none,none,none,none,none
Homemade Pizza 🍕 without an oven?,homemade pizza 🍕 (1.00),none,none,oven (1.00),none,none
Why can I never get my homemade Chinese food to be as good as the food from the restaurants? Is there a secret method or ingredient that I’m missing?,homemade chinese food to be as good as the food from the restaurants (1.00),method or ingredient (1.00),none,secret (0.74),none,none
Can you share a photograph of your own homemade coronavirus mask?,homemade coronavirus mask (1.00),none,none,none,none,none
What type of homemade hair masks are actually working and making the hair healthy and shiny? What's your favourite homemade hair mask?,homemade hair masks (1.00),hair healthy and shiny (0.90),favourite homemade hair mask (0.98),working (0.67),none,none
What do Americans eat every day (homemade foods)?,americans (0.78),every day ( homemade foods )? (0.83),none,none,none,none
What does your homemade face mask look like?,homemade face mask (1.00),none,none,none,none,none
My homemade wine is bubbling again after 2 months. Is this normal?,homemade wine (0.99),bubbling again (0.68),months (0.77),2 (0.59),none,none
Why do people get into making wine at home?,wine (1.00),none,none,none,none,none
"Have you ever made your own paper, and what did you use it for?",paper (0.99),none,none,none,none,none
How can I prepare homemade coconut oil?,homemade coconut oil? (1.00),none,none,none,none,none
What is the best cheese for home made pizza?,the best cheese for home made pizza (1.00),none,none,none,none,none
Is lasagna hard to make at home?,lasagna (1.00),none,none,none,none,none
Can you really fashion a homemade Sten (STEN) gun out of a metal lawn chair or is that just something people say?,homemade sten ( sten ) gun out of a metal lawn chair (1.00),none,none,none,none,none
Should homemade sauerkraut be stored in the fridge or in the pantry?,homemade sauerkraut (1.00),stored (0.61),fridge (0.99),none,none,none
Is there any deadly (for humans) substance that can be made in homemade environment?,deadly ( for humans ) substance that can be made in homemade environment (0.92),none,none,none,none,none
How long does homemade baby food last?,homemade baby food (1.00),none,none,none,none,none
